urban,recommand,zone,desc,region,price,unitprice,age
gulou,上元门 金陵小区  居家装修 配套成熟 交通便利,金陵新九村 , | 2室1厅 | 63.59平米 | 南 北 | 其他 | 无电梯,金陵小区,163,25633,低楼层(共7层)2000年建板楼  -  
gulou,拉小分校 鼓教新村 南北通透 采光好 生活便利,鼓教新村 , | 2室1厅 | 55.36平米 | 南 北 | 其他 | 无电梯,草场门大街,188,33960,高楼层(共7层)1998年建板楼  -  
gulou,虎踞关 芳草园凤凰校区 29中本部校区 楼层采光好,虎踞关 , | 3室1厅 | 101.25平米 | 南 | 其他 | 无电梯,宁海路,465,45926,中楼层(共7层)1995年建板楼  -  
gulou,鼓楼龙江05年小区 朝南装修 一层当两层用,新城市广场 , | 2室2厅 | 57.53平米 | 东 北 | 其他 | 有电梯,龙江,310,53885,低楼层(共18层)2005年建塔楼  -  
gulou,金陵小区 环境安逸 品质小区 繁华地段 生活设施齐全,燕归园 , | 3室1厅 | 77.23平米 | 南 北 | 其他 | 无电梯,金陵小区,180,23308,高楼层(共7层)2000年建板楼  -  
gulou,银城花园南片汇文 三房 不临街位置,银城花园南片 , | 3室1厅 | 73.62平米 | 南 北 | 其他 | 无电梯,龙江,468,63570,低楼层(共6层)1996年建板楼  -  
gulou,和燕路 小市 双南 电梯 满五唯一 交通便利 出行方便,泰和园 , | 2室1厅 | 92.11平米 | 南 北 | 其他 | 有电梯,小市,258,28010,高楼层(共15层)2001年建板楼  -  
gulou,房子满二年 小区干净整洁 有物业管理 生活方便,名城世纪园 , | 3室2厅 | 98.74平米 | 南 北 | 其他 | 无电梯,凤凰西街,405,41017,高楼层(共6层)2003年建板楼  -  
gulou,新亚苑  低楼层  双南户型  居家精装  房龄2000年,新亚苑 , | 2室2厅 | 82.57平米 | 南 | 其他 | 无电梯,福建路,252,30520,低楼层(共7层)2000年建板楼  -  
gulou,金陵汇文不占 低楼层 南北通透 采光不挡 业主诚卖,邮政世纪花园 , | 3室1厅 | 112.22平米 | 南 北 | 其他 | 无电梯,凤凰西街,650,57922,低楼层(共7层)1999年建板塔结合  -  
gulou,视野开阔  交通便利 电梯两房 中间楼层,阳光广场 , | 2室1厅 | 92.77平米 | 西南 | 其他 | 有电梯,龙江,313,33740,中楼层(共32层)2000年建塔楼  -  
gulou,满五年 采光无遮挡 无户口  看房方便 提前联系我,金陵世纪花园 , | 3室2厅 | 111.03平米 | 南 北 | 其他 | 无电梯,凤凰西街,680,61245,低楼层(共6层)2003年建板楼  -  
gulou,佳盛花园 双卧朝南 两房 小区中间位置,佳盛花园 , | 2室1厅 | 61.37平米 | 南 北 | 其他 | 无电梯,热河南路,185,30146,高楼层(共7层)1999年建板塔结合  -  
gulou,南北通透二居室 中间层 满五年 位置好,鼓教新村 , | 2室1厅 | 64.77平米 | 南 北 | 其他 | 无电梯,草场门大街,245,37827,低楼层(共7层)1998年建板塔结合  -  
gulou,剑阁路31号  力小二十九中  小两房 4楼,剑阁路31号 , | 2室1厅 | 41.4平米 | 南 北 | 精装 | 无电梯,宁海路,423,102174,中楼层(共5层)1990年建板楼  -  
gulou,汉中门大街 海棠里 精装三房 业主诚心出售 看房方便,莫愁花园海棠里 , | 3室1厅 | 79.03平米 | 南 | 精装 | 无电梯,凤凰西街,237,29989,高楼层(共6层)1993年建板塔结合  -  
gulou,二村  两房  满五年   采光充足,宁工新寓二村 , | 3室1厅 | 78.61平米 | 南 北 | 其他 | 有电梯,草场门大街,320,40708,中楼层(共9层)2000年建板楼  -  
gulou,成熟商圈配套完善 交通便利 户型方正,凤凰西街186号 , | 3室2厅 | 85.85平米 | 南 北 | 其他 | 无电梯,凤凰西街,308,35877,中楼层(共7层)1998年建板楼  -  
gulou,小市新村 三房 采光好 多层3楼 中间楼层,小市新村 , | 3室1厅 | 62.12平米 | 南 北 | 其他 | 无电梯,小市,165,26562,中楼层(共6层)1998年建板楼  -  
gulou,小区环境好，楼层低，双南户型，精装修，拎包入住,汇林绿洲怡林苑 , | 2室2厅 | 88.53平米 | 南 北 | 其他 | 无电梯,许府巷,400,45183,低楼层(共6层)2007年建板楼  -  
gulou,中间楼层 阳光好 南北通透 业主诚售,舸舫园创业社区 , | 2室1厅 | 58.12平米 | 南 北 | 其他,草场门大街,190,32691,中楼层(共5层)1990年建暂无数据  -  
gulou,上元门 金陵小区 繁华地段 配套成熟 素质住户品质小区,燕康园 , | 2室1厅 | 64.49平米 | 南 北 | 其他 | 无电梯,金陵小区,165,25586,低楼层(共7层)2003年建板塔结合  -  
gulou,鼓一中小不占用，单价低，位置好，繁华，交通便利,华荣大厦 , | 3室1厅 | 132.47平米 | 东北 | 其他 | 有电梯,华侨路,250,18873,低楼层(共30层)2005年建塔楼  -  
gulou,双南户型 精装修 视野好 阳光无遮挡,定淮门3号 , | 2室1厅 | 70.74平米 | 南 北 | 精装 | 无电梯,挹江门,186,26294,高楼层(共7层)1996年建板楼  -  
gulou,凤小施教区不占 三南三北全明户型 中间楼层不临街,凤凰花园城清溪园 , | 3室2厅 | 119.78平米 | 南 北 | 其他 | 无电梯,凤凰西街,512,42746,中楼层(共7层)1999年建板楼  -  
gulou,安怀村 和燕路 一南一北 居家装修 户型方正,安怀村 , | 2室1厅 | 55.42平米 | 南 北 | 其他 | 无电梯,小市,140,25262,低楼层(共7层)1990年建板楼  -  
gulou,龙江地铁 15年装修 采光无遮挡 中间楼层 拉小分校,宁西公寓 , | 2室1厅 | 74.01平米 | 南 | 其他 | 有电梯,草场门大街,250,33780,低楼层(共7层)1998年建板楼  -  
gulou,湖南路 山西路 房龄新 环境好 有物业带小区环境,千秋公寓 , | 3室2厅 | 127.25平米 | 南 北 | 其他 | 有电梯,水佐岗,565,44401,中楼层(共7层)2000年建板楼  -  
gulou,凤凰街 三房朝南 采光充足 房龄新 满五 临地铁 芳草园,凤凰街 , | 3室1厅 | 75.59平米 | 南 北 | 其他 | 无电梯,汉中门大街,275,36381,高楼层(共7层)1998年建板楼  -  
gulou,幕府西路 森林湾花园 中间楼层三房 双卧朝南 居家装修,森林湾花园 , | 3室2厅 | 103.08平米 | 南 北 | 精装 | 无电梯,建宁路,316,30656,低楼层(共6层)2006年建板楼  -  
gulou,金陵小区 居家装 交通便利 配套成熟  随时可看,金陵新九村 , | 2室1厅 | 68.39平米 | 南 北 | 简装 | 无电梯,金陵小区,165,24127,中楼层(共7层)2000年建板楼  -  
gulou,龙门居 大三房 改善好房 南北通透,龙门居 , | 3室2厅 | 139.89平米 | 南 北 | 其他 | 有电梯,许府巷,400,28594,中楼层(共11层)2002年建板楼  -  
gulou,小市地铁口  精装三房 南北  双南  明厅 厨卫有窗,小市新村 , | 3室2厅 | 79.75平米 | 南 北 | 其他 | 无电梯,小市,210,26333,高楼层(共6层)1998年建板楼  -  
gulou,满五年 错层 不临街 精装修 双卧朝南,聚福园一期 , | 3室2厅 | 125平米 | 南 西 北 | 精装 | 无电梯,龙江,680,54400,高楼层(共6层)2001年建板楼  -  
gulou,观光视野开阔，配套设施成熟完善，交通便利,云岭居 , | 4室2厅 | 176.44平米 | 南 | 其他 | 有电梯,湖南路,980,55543,高楼层(共11层)2002年建板楼  -  
gulou,马台街 大三房 房龄新 户型好 高得房率,马台街 , | 3室2厅 | 111.66平米 | 南 | 简装 | 无电梯,湖南路,350,31346,中楼层(共7层)1995年建板楼  -  
gulou,两房朝南 采光好 正规小区安静 地铁口 大客厅,泰和园 , | 4室2厅 | 63.89平米 | 南 | 其他 | 无电梯,小市,230,36000,高楼层(共6层)2001年建板楼  -  
gulou,龙江电梯大三房 三房朝南 精装修 诚心卖房 户型方正,裕顺雅苑 , | 3室2厅 | 123.38平米 | 南 北 | 其他 | 有电梯,龙江,515,41741,中楼层(共15层)2003年建板塔结合  -  
gulou,朝东户型，满五年，中高楼层，精装修,新城市广场 , | 2室1厅 | 52.87平米 | 东 | 精装 | 有电梯,龙江,275,52015,高楼层(共18层)2005年建塔楼  -  
gulou,龙门居 3室2厅 大三房 精装修 拎包入住,龙门居 , | 3室2厅 | 120.29平米 | 东 西南 | 其他 | 有电梯,许府巷,400,33253,高楼层(共11层)2002年建板楼  -  
gulou,房屋位置好 采光无遮挡 小区环境好 业主诚心出售,金城花园 , | 3室2厅 | 108.61平米 | 南 北 | 精装 | 无电梯,挹江门,329,30292,中楼层(共5层)2001年建板楼  -  
gulou,三牌楼大街 南北两房 采光舒适 配套成熟,三牌楼大街 , | 2室1厅 | 81.12平米 | 南 北 | 简装 | 无电梯,三牌楼,285,35134,中楼层(共6层)1995年建板塔结合  -  
gulou,宁工新寓二村 2室2厅 265万,宁工新寓二村 , | 2室2厅 | 70.87平米 | 南 | 其他 | 无电梯,草场门大街,265,37393,高楼层(共7层)2000年建板楼  -  
gulou,汉口西路 力学 二十九中 三房中间楼层,汉口西路 , | 3室1厅 | 76.79平米 | 南 北 | 简装 | 无电梯,宁海路,630,82042,低楼层(共6层)1984年建板楼  -  
gulou,此房小区环境好房龄新 配套完善 生活方便 采光较佳,明城华贵园 , | 3室2厅 | 123.62平米 | 南 北 | 其他 | 有电梯,建宁路,430,34785,高楼层(共15层)2008年建板楼  -  
gulou,金地苑 一年前精装房 可公积金贷款 采光不挡 南北通透,金地苑 , | 2室2厅 | 67.1平米 | 南 北 | 精装 | 无电梯,凤凰西街,240,35768,中楼层(共7层)1998年建板楼  -  
gulou,满两年，不临街，小区中间位置临小区里的花园,华保新寓 , | 2室2厅 | 64.21平米 | 南 | 其他 | 无电梯,草场门大街,245,38157,高楼层(共7层)1999年建板楼  -  
gulou,汉中路 2室2厅 780万,汉中路 , | 2室2厅 | 111.27平米 | 南 | 其他 | 有电梯,华侨路,780,70100,高楼层(共9层)2000年建板塔结合  -  
gulou,此房南北通透，户型方正，小区环境优雅，安静,金城花园 , | 3室2厅 | 108.62平米 | 南 北 | 其他 | 无电梯,挹江门,340,31302,中楼层(共5层)2001年建板楼  -  
gulou,精装三房，全明户型，三开间朝南，拎包入住,欣芝园 , | 3室2厅 | 110.32平米 | 南 北 | 其他,小市,350,31726,低楼层(共11层)2006年建板楼  -  
gulou,中保绿苑  拉小宝船  中间楼层  毛坯边户  看房方便,中保绿苑 , | 2室1厅 | 61.91平米 | 南 西 北 | 其他 | 无电梯,龙江,245,39574,中楼层(共7层)2004年建板楼  -  
gulou,热河南路商圈 10年电梯房 低密度 精装修住宅,润开华府 , | 3室2厅 | 126.45平米 | 南 北 | 其他 | 有电梯,热河南路,530,41914,中楼层(共17层)2012年建板楼  -  
gulou,鼓楼滨江 小高层 户型好 精装修 采光无遮挡,金帆北苑 , | 2室1厅 | 72.35平米 | 南 | 精装 | 有电梯,金陵小区,210,29026,高楼层(共9层)2015年建板楼  -  
gulou,中间楼层 采光好 配套成熟 交通便利,和会街 , | 2室1厅 | 66.95平米 | 东 西 | 简装 | 无电梯,三牌楼,242,36147,低楼层(共7层)1992年建板楼  -  
gulou,中山北路中山骏景盐仓桥大桥南路好房急售物业好,中山骏景 , | 2室1厅 | 83.42平米 | 东北 | 其他 | 有电梯,挹江门,230,27572,中楼层(共32层)2012年建塔楼  -  
gulou,镇江路  港务局房改房  双南一东三房,镇江路 , | 3室0厅 | 57.7平米 | 东 南 | 其他 | 无电梯,挹江门,150,25997,中楼层(共5层)1990年建板塔结合  -  
gulou,热河南路 力小分校 满五年唯一 边户 急售,热河南路 , | 3室1厅 | 73.83平米 | 东南 北 | 精装 | 无电梯,热河南路,192,26006,中楼层(共8层)1990年建板塔结合  -  
gulou,中商万豪 赤小 五十中 配套成熟 银城物业 管理好,中商万豪 , | 2室1厅 | 87.35平米 | 东南 | 精装 | 有电梯,湖南路,252,28850,低楼层(共54层)2010年建塔楼  -  
gulou,象山和园电梯房 采光好 交通便利 配套成熟 生活方便,象山和园 , | 2室1厅 | 78.99平米 | 南 北 | 其他 | 有电梯,建宁路,160,20256,中楼层(共28层)2007年建板楼  -  
gulou,新街口商圈  中间楼层 地铁房 刚需房 交通便利,华侨路79号 , | 2室1厅 | 53.59平米 | 南 西 | 其他 | 无电梯,华侨路,180,33589,中楼层(共7层)1983年建板塔结合  -  
gulou,阴阳营8号小区 南北通透 采光无遮挡 南大教授房改房,北阴阳营8号 , | 2室1厅 | 58.78平米 | 南 | 其他 | 无电梯,湖南路,199,33856,中楼层(共5层)1974年建板楼  -  
gulou,房子精装修 东边户 省测绘局的房改房,金地苑 , | 2室1厅 | 79.27平米 | 南 北 | 其他 | 无电梯,凤凰西街,228,28763,高楼层(共7层)1998年建板楼  -  
gulou,坐拥玄武湖、国际广场、交通便利。自然商业交通的结合,北塔怡景公寓 , | 2室2厅 | 135.38平米 | 北 | 精装 | 有电梯,湖南路,565,41735,高楼层(共38层)2013年建塔楼  -  
gulou,凤凰街 低楼层 满五年 芳草园  通透 地铁500米,凤凰街 , | 2室1厅 | 49.45平米 | 南 北 | 其他 | 无电梯,汉中门大街,200,40445,低楼层(共7层)1998年建板楼  -  
gulou,三小五十中 赠送大院子 有车位 全明户型,和会街 , | 3室1厅 | 67.07平米 | 南 | 简装 | 无电梯,三牌楼,270,40257,低楼层(共7层)1992年建板楼  -  
gulou,建宁路 郑和北路 滨江花园 满五年 精装修拎包入住三房,滨江花园西园 , | 3室1厅 | 76.89平米 | 南 北 | 精装 | 无电梯,建宁路,200,26012,中楼层(共7层)1997年建板楼  -  
gulou,鼓楼龙江  芳草园本部施教区  15年居家精装好房出售,芳草园 , | 1室1厅 | 43.54平米 | 南 北 | 其他 | 有电梯,龙江,372,85439,高楼层(共7层)1998年建板塔结合  -  
gulou,双南大两房，户型全明 采光无遮 楼层好 交通便利,幕府佳园 , | 2室1厅 | 96.52平米 | 南 | 其他 | 有电梯,金陵小区,252,26109,低楼层(共11层)2006年建板楼  -  
gulou,此房满两年 无增值税 精装修 拎包入住 南北通透,中海凤凰熙岸一期 , | 4室2厅 | 142.25平米 | 南 北 | 其他 | 有电梯,凤凰西街,980,68893,中楼层(共30层)2012年建板楼  -  
gulou,上海路 小两房 低总价 满二年 诚售 采光好 交通方便,上海路79号 , | 2室1厅 | 50.52平米 | 南 北 | 精装 | 无电梯,宁海路,162,32067,高楼层(共4层)1995年建板塔结合  -  
gulou,力学 二十九中 满五年  学籍不占  南北通透,剑阁路 , | 4室1厅 | 108.57平米 | 南 | 简装 | 无电梯,宁海路,780,71844,低楼层(共6层)1985年建板楼  -  
gulou,五塘广场旭日景城精装大三房，中间层采光不遮挡,旭日景城 , | 3室2厅 | 121.74平米 | 南 北 | 精装 | 无电梯,五塘广场,420,34500,中楼层(共6层)2006年建板塔结合  -  
gulou,新上月光广场D 双阳台 双卫 电梯大三房人文素质高诚售,月光广场 , | 3室2厅 | 123.56平米 | 南 西 北 | 精装 | 有电梯,龙江,400,32373,低楼层(共32层)2000年建塔楼  -  
gulou,房龄新 户型好 位置帮 业主诚心 出新完成,莫愁花园牡丹里 , | 2室1厅 | 70.82平米 | 南 北 | 精装 | 无电梯,凤凰西街,240,33889,高楼层(共7层)2000年建板楼  -  
gulou,拉小 29中 采光好 全明 满五年唯一 小区安静 学籍不占,峨嵋岭 , | 2室1厅 | 58.25平米 | 南 | 其他 | 无电梯,华侨路,530,90988,高楼层(共6层)1990年建板塔结合  -  
gulou,地铁口旁边，楼层好，户型好，卖房诚心。,宁西公寓 , | 3室1厅 | 94.68平米 | 南 北 | 简装 | 有电梯,草场门大街,340,35911,中楼层(共7层)1998年建板楼  -  
gulou,芳草园凤凰校区 29中本部 满五年 三房 配套成熟 诚售,虎踞路 , | 3室1厅 | 73.64平米 | 南 北 | 其他 | 无电梯,华侨路,476,64639,中楼层(共7层)1980年建板楼  -  
gulou,怡景花园 拉小29中 满五年 学籍不占 采光好 配套齐全,怡景花园 , | 4室1厅 | 119.84平米 | 南 西南 | 其他 | 有电梯,华侨路,698,58245,低楼层(共26层)1995年建塔楼  -  
gulou,海德卫城精装大二房 满二年 高楼层 诚意出售,海德卫城 , | 2室1厅 | 111.61平米 | 南 | 其他 | 有电梯,草场门大街,450,40319,高楼层(共28层)2006年建板塔结合  -  
gulou,海德卫城精装大二房 满二年 高楼层 诚意出售,海德卫城 , | 2室1厅 | 111.61平米 | 南 | 其他 | 有电梯,草场门大街,450,40319,高楼层(共28层)2006年建板塔结合  -  
gulou,三牌楼 福建路 钟阜大厦 精装两房 环境舒适 配套成熟,钟阜大厦 , | 2室1厅 | 59.48平米 | 西 | 精装 | 有电梯,三牌楼,172,28918,中楼层(共28层)2000年建板塔结合  -  
gulou,银城汇文施教区 满五年 电梯房 2005年房龄 居家精装修,永嘉年华 , | 3室1厅 | 67.7平米 | 北 | 精装 | 有电梯,龙江,450,66470,高楼层(共21层)2005年建板楼  -  
gulou,29中满五年 环境好 采光好 不占用 带阁楼 储藏室 露台,合群新村 , | 4室2厅 | 112.56平米 | 南 | 其他 | 有电梯,宁海路,620,55082,高楼层(共9层)1990年建板楼  -  
gulou,南京国际广场 怡景公寓 玄武湖湖景房,北塔怡景公寓 , | 1室2厅 | 135.01平米 | 南 | 其他 | 有电梯,湖南路,480,35553,中楼层(共38层)2013年建塔楼  -  
gulou,小区安静，配套齐全，适合居住，生活便利,燕康园 , | 2室1厅 | 63.1平米 | 南 北 | 其他 | 无电梯,金陵小区,177,28051,中楼层(共7层)2003年建板塔结合  -  
gulou,安怀新村采光好双南满五唯一两房,安怀新村 , | 2室1厅 | 54.85平米 | 南 | 其他 | 无电梯,小市,142,25889,中楼层(共6层)1990年建板塔结合  -  
gulou,宝苑新寓精装修 带大院子 带车位 业主诚心出售,宝苑新寓 , | 2室1厅 | 62.7平米 | 南 北 | 其他 | 无电梯,草场门大街,248,39554,低楼层(共6层)1996年建板楼  -  
gulou,银城锦一方 精装大三房 银城汇文施教区 复式户型 精装,银城锦一方 , | 3室2厅 | 116.12平米 | 南 北 | 其他 | 有电梯,凤凰西街,960,82674,中楼层(共11层)2012年建板楼  -  
gulou,莫愁新寓迎春里 居家装修 南北通透 视野好采光好,莫愁新寓迎春里 , | 2室1厅 | 56.78平米 | 南 | 其他 | 无电梯,汉中门大街,180,31702,高楼层(共5层)1988年建板楼  -  
gulou,怡景花园 拉萨路 二十九中 电梯房,怡景花园 , | 2室1厅 | 65.32平米 | 东 | 其他 | 有电梯,华侨路,520,79609,低楼层(共26层)1995年建塔楼  -  
gulou,96年房龄 独立小区 力学西边户 采光好 山阴路 宁海路,匡庐路 , | 2室1厅 | 61.47平米 | 南 | 精装 | 有电梯,宁海路,510,82968,高楼层(共7层)1995年建板楼  -  
gulou,旭日景城精装大三房 楼层高采光好 交通便利配套成熟,旭日景城 , | 3室1厅 | 104.72平米 | 南 北 | 精装 | 无电梯,五塘广场,335,31991,高楼层(共6层)2006年建板塔结合  -  
gulou,新街口商圈  学籍不占  楼层好 视野开阔 交通便利,金轮大厦 , | 3室1厅 | 153.4平米 | 南 北 | 毛坯,华侨路,378,24642,高楼层(共28层)板楼  -  
gulou,三房 中间楼层 ，户型规整没有浪费面积。业主诚心出售,芳草园 , | 3室1厅 | 84.16平米 | 南 北 | 其他 | 有电梯,龙江,555,65946,中楼层(共7层)1998年建板塔结合  -  
gulou,凤凰西街 新牡丹里 出完新 南北通透大三房 中间层,莫愁花园牡丹里 , | 3室2厅 | 94平米 | 南 北 | 其他 | 无电梯,凤凰西街,330,35107,中楼层(共7层)2000年建板楼  -  
gulou,力小 送大院子南北通透 采光好 汉口西路 环境清新安全,山阴路 , | 3室1厅 | 71.02平米 | 南 | 简装 | 无电梯,宁海路,600,84484,低楼层(共7层)1986年建板塔结合  -  
gulou,鼓楼龙江  新城市广场  居家装修朝南挑高好房,新城市广场 , | 3室2厅 | 58.92平米 | 南 | 其他 | 有电梯,龙江,320,54311,高楼层(共18层)2005年建塔楼  -  
gulou,三房朝南 南北通透 格局好 采光好 满五年  大两厅,广州路227号 , | 4室2厅 | 124.19平米 | 南 | 其他,华侨路,558,44932,中楼层(共7层)1985年建板塔结合  -  
gulou,房本满五年 一楼带大院 大三房 全明户型 小吃一条街,虹桥 , | 3室1厅 | 59.63平米 | 南 北 | 其他 | 无电梯,湖南路,200,33541,低楼层(共5层)1984年建板楼  -  
gulou,华保新寓大两房 双卧朝南 中间楼层 居家装修 不临街,华保新寓 , | 2室2厅 | 63.12平米 | 南 北 | 简装 | 无电梯,草场门大街,248,39291,中楼层(共7层)1998年建板楼  -  
gulou,鼓楼滨江 皇冠钻石双星 当代万国府 三开间朝南 精装修,皇冠钻石双星 , | 3室2厅 | 132.73平米 | 南 | 其他 | 有电梯,热河南路,478,36013,高楼层(共28层)2009年建板塔结合  -  
gulou,萨家湾小区  交通便利  装修好  福建路,萨家湾 , | 2室1厅 | 51.97平米 | 西南 东北 | 其他 | 无电梯,福建路,168,32327,中楼层(共9层)板塔结合  -  
gulou,上元门  简装两房 双卧朝南 交通便利 中楼层,金陵新六村 , | 2室1厅 | 65.11平米 | 南 | 其他 | 有电梯,金陵小区,160,24574,中楼层(共7层)1995年建板楼  -  
gulou,龙江草场门大街白云园小区生活配套成熟出行方便,白云园北片 , | 3室2厅 | 93.32平米 | 南 北 | 精装 | 无电梯,龙江,426,45650,高楼层(共6层)1999年建板楼  -  
gulou,尊园 带阁楼 精装修 采光充足  采光充足 拎包入住,尊园 , | 3室2厅 | 83.97平米 | 南 | 其他,小市,270,32155,高楼层(共6层)2007年建板楼  -  
gulou,江景园正规两房 双卧朝南 看房方便 诚心出售,江景园 , | 2室1厅 | 91.21平米 | 南 北 | 其他 | 无电梯,草场门大街,399,43746,低楼层(共6层)2005年建板楼  -  
gulou,此房满五年，学籍不占用，不临街,清江花苑绿茵园 , | 2室2厅 | 83.37平米 | 南 | 其他 | 无电梯,定淮门大街,460,55176,低楼层(共7层)1999年建板塔结合  -  
gulou,华安新村   云南路地铁    赤小,华安新村 , | 2室1厅 | 52.24平米 | 南 北 | 其他,湖南路,178,34074,高楼层(共6层)1990年建板楼  -  
gulou,电梯三房，采光无遮挡，业主诚信卖房,正泰大厦 , | 3室1厅 | 133.98平米 | 东南 | 简装 | 有电梯,龙江,300,22392,低楼层(共30层)2006年建塔楼  -  
gulou,清凉门大街 带阁楼 采光好 视野佳 三房朝南,苏宁乐瑰园 , | 3室1厅 | 124.72平米 | 南 | 简装 | 有电梯,凤凰西街,461,36963,高楼层(共7层)1999年建板楼  -  
gulou,五塘广场 精装两房，两室一厅， 户型方正,幕府佳园 , | 2室1厅 | 95.37平米 | 南 | 其他 | 有电梯,金陵小区,248,26004,中楼层(共11层)2006年建板楼  -  
gulou,地铁口 南北通透 采光无遮挡 生活便利,芦席营82号 , | 2室1厅 | 60.41平米 | 南 北 | 其他 | 无电梯,许府巷,250,41384,高楼层(共5层)1979年建板楼  -  
gulou,房子满五年 免增值税 大户型 采光不挡,傅厚岗 , | 3室1厅 | 100.86平米 | 南 | 其他 | 无电梯,湖南路,390,38668,中楼层(共4层)1990年建板楼  -  
gulou,铁路北街 一楼 总价低 金川门外街 新民路,新民村 , | 2室1厅 | 51.95平米 | 南 北 | 简装 | 有电梯,建宁路,146,28104,低楼层(共7层)1999年建板楼  -  
gulou,此房三房朝南，客厅朝西，业主急售,芳草园 , | 3室1厅 | 121.46平米 | 南 | 其他 | 有电梯,龙江,660,54339,高楼层(共32层)2000年建板塔结合  -  
gulou,莫愁新寓胜棋里 汉中门大街 莫愁湖 二号线地铁,莫愁新寓胜棋里 , | 2室1厅 | 59.62平米 | 南 北 | 其他 | 无电梯,汉中门大街,198,33211,低楼层(共6层)1986年建板楼  -  
gulou,朝东两房 采光好 全明户型 高楼层,裕顺雅苑 , | 2室2厅 | 80.99平米 | 东 | 其他 | 有电梯,龙江,338,41734,高楼层(共17层)2006年建板塔结合  -  
gulou,商品房 东南 电梯直达 满五 采光不挡,怡景花园 , | 3室1厅 | 77.96平米 | 东南 | 其他 | 有电梯,华侨路,575,73756,高楼层(共26层)1995年建塔楼  -  
gulou,美式田园全实木精装 双南一北东边户 4号线地铁口,宁工新寓一村 , | 3室1厅 | 109.41平米 | 南 北 | 其他 | 有电梯,草场门大街,350,31990,低楼层(共7层)1996年建板楼  -  
gulou,上元门 金陵小区 繁华地段 成熟小区，交通便利，,金陵新四村 , | 2室1厅 | 62.79平米 | 南 北 | 其他 | 无电梯,金陵小区,155,24686,中楼层(共7层)1994年建板楼  -  
gulou,户型方正 南北通透 视野开阔 小区已出新,莫愁花园牡丹里 , | 3室1厅 | 90.02平米 | 南 北 | 其他 | 无电梯,凤凰西街,360,39992,高楼层(共7层)2000年建板楼  -  
gulou,二期开发商精装修 人车分流 莫愁湖地铁口800米,中海凤凰熙岸二期 , | 4室1厅 | 145.8平米 | 南 北 | 其他 | 有电梯,凤凰西街,950,65158,低楼层(共31层)2013年建板塔结合  -  
gulou,双南户型 低总价 采光好  中间位置  不临街 业主诚售,银城花园北片 , | 2室1厅 | 62.78平米 | 南 北 | 其他 | 无电梯,龙江,305,48583,高楼层(共7层)1996年建板楼  -  
gulou,五塘 江雁依山郡 精装大三房 交通便利 楼层好,江雁依山郡 , | 3室2厅 | 130.26平米 | 南 北 | 其他 | 有电梯,金陵小区,455,34931,中楼层(共6层)2010年建板楼  -  
gulou,精装三房，全明户型，三开间朝南，拎包入住,欣芝园 , | 3室2厅 | 110.32平米 | 南 北 | 其他,小市,350,31726,低楼层(共11层)2006年建板楼  -  
gulou,中保绿苑  拉小宝船  中间楼层  毛坯边户  看房方便,中保绿苑 , | 2室1厅 | 61.91平米 | 南 西 北 | 其他 | 无电梯,龙江,245,39574,中楼层(共7层)2004年建板楼  -  
gulou,热河南路商圈 10年电梯房 低密度 精装修住宅,润开华府 , | 3室2厅 | 126.45平米 | 南 北 | 其他 | 有电梯,热河南路,530,41914,中楼层(共17层)2012年建板楼  -  
gulou,鼓楼滨江 小高层 户型好 精装修 采光无遮挡,金帆北苑 , | 2室1厅 | 72.35平米 | 南 | 精装 | 有电梯,金陵小区,210,29026,高楼层(共9层)2015年建板楼  -  
gulou,中间楼层 采光好 配套成熟 交通便利,和会街 , | 2室1厅 | 66.95平米 | 东 西 | 简装 | 无电梯,三牌楼,242,36147,低楼层(共7层)1992年建板楼  -  
gulou,中山北路中山骏景盐仓桥大桥南路好房急售物业好,中山骏景 , | 2室1厅 | 83.42平米 | 东北 | 其他 | 有电梯,挹江门,230,27572,中楼层(共32层)2012年建塔楼  -  
gulou,镇江路  港务局房改房  双南一东三房,镇江路 , | 3室0厅 | 57.7平米 | 东 南 | 其他 | 无电梯,挹江门,150,25997,中楼层(共5层)1990年建板塔结合  -  
gulou,热河南路 力小分校 满五年唯一 边户 急售,热河南路 , | 3室1厅 | 73.83平米 | 东南 北 | 精装 | 无电梯,热河南路,192,26006,中楼层(共8层)1990年建板塔结合  -  
gulou,中商万豪 赤小 五十中 配套成熟 银城物业 管理好,中商万豪 , | 2室1厅 | 87.35平米 | 东南 | 精装 | 有电梯,湖南路,252,28850,低楼层(共54层)2010年建塔楼  -  
gulou,象山和园电梯房 采光好 交通便利 配套成熟 生活方便,象山和园 , | 2室1厅 | 78.99平米 | 南 北 | 其他 | 有电梯,建宁路,160,20256,中楼层(共28层)2007年建板楼  -  
gulou,新街口商圈  中间楼层 地铁房 刚需房 交通便利,华侨路79号 , | 2室1厅 | 53.59平米 | 南 西 | 其他 | 无电梯,华侨路,180,33589,中楼层(共7层)1983年建板塔结合  -  
gulou,阴阳营8号小区 南北通透 采光无遮挡 南大教授房改房,北阴阳营8号 , | 2室1厅 | 58.78平米 | 南 | 其他 | 无电梯,湖南路,199,33856,中楼层(共5层)1974年建板楼  -  
